actual,expected,glm_est,ols_est,expected_est,expected_est_better,actual_est,expected_est_bad_prior,expected_est_better_bad_prior,actual_est_bad_prior
44891.0,44808.011375072136,53917.29019510752,53762.60838114351,47913.195849005446,47915.92919746119,47999.804,44897.05730849519,44922.484091678394,44929.079999999994
192025.0,191270.4947253312,193608.15340123925,193557.19632347743,198473.11121773752,198480.40185325185,198148.786,191768.6296844741,191779.5179817579,191569.53999999998
6.5606132e7,6.559418682726128e7,6.605083353794965e7,6.603428894358564e7,357727.98281303304,4.375353473122803e7,4.3753424195999995e7,6.604852657410394e7,6.6048706792799614e7,6.6048380765999995e7
1.694114e6,1.694992262087502e6,1.6432128336794465e6,1.6414315853992826e6,386392.06473476096,2.6759355483850732e7,2.6759497393999998e7,1.6864704112327432e6,1.6865148322484985e6,1.686385068e6
7.214846e6,7.211823872797102e6,7.115333655402845e6,7.11827110427939e6,328632.15993793204,1.8925068294570383e7,1.8925222424e7,7.161805623123448e6,7.162019677095198e6,7.164996566000001e6
1603.0,1652.979516609528,1578.3315650391346,1206.7656361381728,1601.3031700866222,1603.1538389005204,1585.63,750.1293976061407,761.1427490585168,760.2479999999999
485428.0,485272.72875596007,488258.10331036255,487073.3553077341,511288.4312137117,517288.63112520496,516785.01600000006,484274.70308545965,484283.5566683226,484165.82999999996
4.049475e6,4.0509061358898017e6,4.0305553147447724e6,4.0325182384185772e6,373519.94496108824,6.203858187365406e7,6.2038555176e7,4.050847779703533e6,4.0508714329827977e6,4.0532876799999997e6
646152.0,646000.957798457,654814.9162471939,655853.6293148794,642561.2156045871,686267.7820702962,685917.47,645677.9342069906,645727.6675677105,645761.396
24934.0,24733.623119652428,24811.929700764493,25194.11271435737,29502.946327615347,29513.897749759955,29250.453999999998,24011.71880603031,24026.24538138477,24015.312
3.9062908e7,3.906295951012345e7,3.9098528703583226e7,3.9108629221824385e7,439480.33619600895,9.251411598742913e6,9.251431804e6,3.9059545830313586e7,3.905958053159808e7,3.906151626399999e7
262083.0,261603.73455219308,273911.39172058506,273879.7113975944,270753.9244317405,270762.49545779027,270445.696,267727.14652860176,267736.6726109175,267851.184
2.936371e6,2.93472646010786e6,2.9718214369806335e6,2.9750800357547537e6,295847.4117593732,3.653449379775702e7,3.6534842784e7,2.971113795544834e6,2.971305193991366e6,2.971457914e6
43406.0,43571.70898908742,48018.89651089906,48214.90340805384,46712.51435005205,46717.631055683356,46579.21000000001,43157.44005283207,43173.505210046125,43191.35399999999
5.306826e6,5.306763852062024e6,5.251897568973169e6,5.253045201278658e6,381812.9030811801,1.4255213337153034e7,1.4255282164e7,5.286174053172348e6,5.2862523263719175e6,5.285484316e6
3.865826e6,3.8680635309833614e6,3.875389166407276e6,3.871100230065779e6,451957.4056994095,4.981019772326031e7,4.981045185000001e7,3.867660543815289e6,3.8677245822610026e6,3.8684241740000006e6
798200.0,798541.1009233685,800266.5959189468,800819.197219663,805390.9986485796,990913.223281914,991468.866,799924.1720614813,799932.4331302521,799946.226
344694.0,346318.8547225033,337455.9804849608,336059.5300374159,363903.1061686811,364312.5235005487,363336.23600000003,342896.6802772708,342907.6978985886,342993.676
11237.0,11337.380382060981,32224.39476788739,32157.506144251853,14403.392050084925,14419.623199040316,14412.772,32644.9622209557,33310.26055724107,33313.47
432640.0,432422.54980318237,464165.78000313014,462425.88607619586,401961.66617517965,4.990522765955646e6,4.990392612000001e6,454395.8439180438,454807.2650687619,455084.38200000004
70280.0,70624.01531542129,61005.71248701001,61018.144789568454,75489.51627187748,75511.24364905326,75834.216,70154.84740035638,70162.97498964818,70277.30200000001
2.3455483e7,2.3452660604194105e7,2.3527339325810727e7,2.352048966068604e7,311442.9563811278,2.1293895612993587e7,2.1294040846e7,2.3536650327616937e7,2.3536967205340758e7,2.3537009918e7
170799.0,170757.09483171412,189898.3253686877,190075.7081807857,175010.79034190165,175011.9076100634,175682.068,176963.4148488446,177013.6355106686,177187.786
109189.0,109499.89961125901,121696.81204591383,121631.06370687622,113420.35284319066,113425.54665390035,113216.04400000001,114555.68246548758,114612.69339501443,114633.70000000001
230158.0,230347.7028430444,232192.555685233,231758.6165853703,238669.0687782662,238900.4147662407,238907.83000000002,231282.5301296604,231300.73686344948,231231.58000000002
127873.0,127873.0608192827,121401.78150071946,121150.3587914624,132829.03527138248,132839.2988671832,132721.69,128725.32163903193,128743.99788546807,128642.75000000001
132654.0,132270.90850398436,129638.0340137802,129701.53982677168,140158.39075831344,142961.85473598237,142550.514,130324.0483046182,130331.40474788367,130398.17599999999
98739.0,98953.43303271713,99303.30250573723,99091.01928251375,104035.60199198048,104035.99929175575,103974.51799999998,97105.597895112,97138.20299807115,97112.95800000001
1.22481e6,1.2258578908743493e6,1.2014031414956849e6,1.201241309608912e6,370164.93156269996,5.564215351979456e7,5.5641929072e7,1.2148767192290248e6,1.2149055956405792e6,1.2145960720000002e6
618.0,582.6519540168704,715.7265489196352,683.4614947512176,646.568865045139,647.6840424402911,645.3539999999999,500.0847895295229,500.91321845748377,507.43000000000006
645009.0,645049.2399939965,661881.6206433352,660268.5475394939,620646.7515532789,1.4517197663423177e6,1.4514665820000002e6,650671.9574590112,650685.6901949152,650678.466
72920.0,73094.79647978958,66134.48563849195,66256.35819286616,80504.07192091472,80530.16262489311,80020.744,72927.42754141029,72944.76462666312,73100.524
171273.0,170904.65309704977,169465.13479546388,169835.37144652163,182252.47278411288,182362.88132927462,182795.18,172190.74002914928,172202.3497869726,172119.63999999998
6.106741e6,6.105697979450423e6,6.0712157144132815e6,6.069326605339461e6,386770.9261930501,1.9787962115763165e7,1.9787914648000002e7,6.110264832975726e6,6.11030144375622e6,6.10811252e6
7.0996134e7,7.099663180432874e7,7.080783881823894e7,7.080916471954408e7,409687.09846688475,1.6149903820225132e8,1.6149974682e8,7.079982746367992e7,7.080003218332683e7,7.0800458674e7
5177.0,5041.918345619735,15407.322719500227,15423.008238717268,6842.772353239475,6861.184955241249,6923.661999999999,5158.0330038977045,5330.722214416385,5215.8460000000005
1.34609844e8,1.3462294799942294e8,1.349374787622643e8,1.3493002118026435e8,378849.1539859731,2.5607435477151267e7,2.560730756e7,1.3477732342758274e8,1.3477762432146534e8,1.34784861658e8
10963.0,11143.767134354404,28762.271974768057,28292.93780715337,11051.082408124275,11078.751918890135,11062.39,28506.276331228713,29245.803963182214,29246.09
2.285046e6,2.2845824541595965e6,2.3260251721165795e6,2.3265188078237283e6,398140.8039142501,1.2278950994493388e7,1.2278882956e7,2.3170385066622226e6,2.317236393082934e6,2.31661568e6
5.383718e6,5.381798236663855e6,5.40041228259601e6,5.402987736359711e6,430885.3061310144,1.8986778137876574e7,1.8986666358000003e7,5.37461725105269e6,5.374664413974272e6,5.375268517999999e6
1068.0,1041.3634356753216,1962.6552032846355,2120.868932375349,1029.7426239612132,1031.530531706727,1073.976,795.4040441494167,798.1652090423399,800.6179999999999
644501.0,645409.3688882117,656665.3983791644,656529.5447556268,668058.553466915,785213.0703261552,785035.2520000001,646770.7943759733,646775.1478927517,646605.886
9.37526039e8,9.374691005969918e8,9.378522652569656e8,9.378963986523799e8,304370.1417614719,2.021994565677053e7,2.021992973e7,9.378352365896546e8,9.378354842845256e8,9.378325794260001e8
879746.0,880324.5180694076,883203.7583269238,882985.9361989682,354006.763267063,5.6199339447248384e7,5.6199342498e7,884315.4018459715,884320.74141245,884451.7220000001
5.914554e6,5.917731797375771e6,5.8569236565671675e6,5.861249618679494e6,358923.8598057976,2.0479577430469777e7,2.0479600594e7,5.9258484896133905e6,5.9259919334994545e6,5.923562440000001e6
56343.0,56429.6581034704,121480.57447184186,125039.90222586568,58524.56813990742,58525.319490203576,58443.162000000004,121531.3808514286,121957.59653785807,121941.924
176239.0,175420.5380397845,174940.87453823476,175010.1129210188,186282.33535755464,186404.64123349724,185797.334,176134.67938068346,176148.28393255523,176326.47999999998
725970.0,725154.838043376,761166.1223807042,763385.8431649115,815425.9637909274,6.79818733936686e6,6.797964976e6,741868.1491918016,742394.9927814441,742341.7680000002
156629.0,156151.883175656,152584.55290875369,152763.53022788855,165370.71566562026,165376.66931916465,165363.808,155962.5317396607,155983.95731362127,156015.156
6.674562e6,6.677089000237572e6,6.579434484229018e6,6.579220310569962e6,402291.1584966183,2.822133729196611e7,2.8221340658e7,6.597835497033714e6,6.598226951342326e6,6.598337448000001e6
894406.0,896688.9129631493,869000.6512609217,867742.1261385998,427749.26178719493,1.9139964213736657e7,1.9140280662e7,890608.1255182137,890674.7139644674,890673.968
61873.0,62159.41682531802,62312.285941917544,62331.693831796714,66860.04678553321,66869.22744703596,66961.832,63230.86186381921,63241.27311495681,63202.388
2.418533e6,2.4168364743018793e6,2.3807326655178713e6,2.379992002922249e6,323419.77419601264,5.613785165002636e7,5.6137739712e7,2.406391452156763e6,2.406535814152532e6,2.407214856e6
127162.0,126376.7277402124,122233.93864754078,122679.76085527625,127958.68541830631,127961.07215773653,128286.60800000001,126384.69426294831,126394.7422909872,126344.59
55555.0,55557.38195718154,73326.20726354005,74331.89848071683,60934.933984918214,60944.58035270268,60800.664000000004,72637.71679000006,73250.91395921733,73255.058
11255.0,11163.108607298871,32260.214294123944,32411.781892915715,12634.180689998824,12654.163088027868,12665.662,32081.287472023017,33042.06048633115,33032.478
151950.0,152491.67334597305,163109.15756943985,162640.51620677277,158764.35597516064,158765.99838832542,158704.21399999998,152202.86545413212,152235.68428069883,152047.124
1522.0,1501.3070811707246,640.195775873391,601.9372242525587,1580.3435872820608,1581.3367330679084,1578.58,888.2714097114742,897.8988797487694,897.6719999999999
233143.0,233718.06411680861,224865.59460024812,224609.8965922608,231872.90032867406,231875.66289849032,231927.89800000002,231521.8114882155,231542.062456438,231537.574
212211.0,211658.8766167204,216391.24147108517,216352.05305937724,213794.08605392426,213809.5059489406,213824.96200000003,213416.4943675871,213427.43443705686,213508.67599999998
3196.0,3198.894217331477,3096.7599840588455,3029.1065373253605,3677.669515341118,3681.795000820056,3690.0879999999997,2328.620152707933,2337.1285553344514,2332.566
261544.0,260630.0226361567,286012.0040665685,285331.7324517581,268929.72600598395,268958.5345505873,268876.92,264237.68075467896,264268.2018039841,264227.996
8.069022e6,8.067496195878988e6,8.095390782336823e6,8.09134901303843e6,370907.4160067654,3.083304503594052e7,3.083307524e7,8.078950240675043e6,8.079035646109056e6,8.078992251999999e6
112570.0,112122.0355357689,122012.16775517783,122036.84996001566,119043.72995074125,119083.11310435775,119562.532,113724.70745869778,113750.51595977109,113600.388
3.5404543e7,3.539569139663349e7,3.522735288687107e7,3.5225370637617014e7,367673.55430230295,1.1304933414563954e7,1.1304735284e7,3.525636241170905e7,3.525667772612432e7,3.5256856564e7
8.203284e6,8.206058130591819e6,8.171248850058943e6,8.167121113749428e6,365015.7874039504,1.5885099128645852e7,1.5885200428e7,8.224539089099471e6,8.224554078863502e6,8.223875364000001e6
413525.0,413788.70208983554,417595.6409827607,417449.8373427096,423219.6359858078,445228.4952521693,445131.01399999997,415100.35516284656,415106.9673413025,415059.45
608781.0,609068.0063386392,610221.340692022,610362.8348079269,569472.4236540078,1.435168141705347e6,1.434669832e6,606105.863871111,606123.7772455707,605874.588
